"V1" "V2"
"1" 0.7920751709741 0.75099113169185
"2" 1.03416599893241 0.858661433146905
"3" 1.29598040014301 0.967868222585447
"4" 0.56174270554697 0.1
"5" 0.1 0.1
"6" 0.169053600021877 0.410863520617124
"7" 0.495472949858633 0.694609692939577
"8" 0.278664669439813 0.284460433595561
"9" 0.869482010819384 1.00298622915251
"10" 0.601465117186886 0.387139402912074
"11" 1.09898083415164 1.04259395818298
"12" 1.20194598525701 0.837411207124119
"13" 0.629372216344304 0.193896142600684
"14" 1.07574191458766 1.01914202543711
"15" 0.651610604032081 0.301707608744101
"16" 1.10240195103497 1.02357711167994
"17" 0.425819730162915 0.1
"18" 0.253055608668079 0.318222838586933
"19" 0.1 0.201979456836909
"20" 0.368898414034319 0.604306718259312
"21" 0.703159055756181 0.783411568727412
"22" 0.178861306861009 0.1
"23" 0.76590307023526 0.965471307130014
"24" 0.965637066396883 0.815553319657646
"25" 0.695036797509789 0.410953001835853
"26" 1.02468030361522 0.913708022328078
"27" 1.26587310478939 0.945158765694008
"28" 1.07706480897943 0.595547397570902
"29" 0.93845817346725 0.598068300895297
"30" 0.577445802978829 0.317253674502024
"31" 0.942646532531116 0.903195554911476
"32" 0.51734625357336 0.249818935510781
"33" 0.282945516299263 0.280370378136515
"34" 0.216467637091133 0.347521010610049
"35" 0.527944581330951 0.698359679668609
"36" 0.323437685901436 0.309487357008039
"37" 0.1 0.185543452310972
"38" 0.1 0.1
"39" 0.315312999462537 0.531299403293244
"40" 0.853874454273313 0.963529134321471
"41" 0.818089051041646 0.610893967425252
"42" 0.595104949420462 0.404253903275076
"43" 0.1 0.1
"44" 0.160908858262188 0.407738393036727
"45" 0.1 0.228734477787239
"46" 0.354223596112168 0.586758038696826
"47" 0.40791108424749 0.496447511846405
"48" 0.877529709013748 0.933447349263296
"49" 1.45242866978202 1.22847899904704
"50" 1.3012233626487 0.693448138612457
"51" 1.14885890528325 0.668145701942721
"52" 1.23594896654813 0.849596932824404
"53" 1.67647155620306 1.21976159851097
"54" 1.21130262264757 0.42421619044057
"55" 1.13642295708469 0.757454847092767
"56" 1.23770668688899 0.854476493597931
"57" 1.20206269184698 0.743281492300631
"58" 1.83771989664282 1.40886601974544
"59" 1.90384143742653 0.983688936906122
"60" 1.23219567557895 0.291030569004179
"61" 0.990697354528918 0.652570098934241
"62" 1.30775207655965 1.02457512540783
"63" 1.10459135917852 0.594565492118486
"64" 1.25408074702456 0.898508738873995
"65" 1.0978269975493 0.626569224602665
"66" 0.979413349823208 0.623958768013901
"67" 0.844979305307465 0.559065770206291
"68" 1.03449862797749 0.83007775840777
"69" 0.723138897617069 0.394616906037726
"70" 0.839105747681271 0.713716318724717
"71" 1.29345189944627 1.08817127739714
"72" 0.771682898543929 0.272243430954827
"73" 0.856504967567126 0.719252784944701
"74" 0.681600424121796 0.466139568132069
"75" 1.18840706082192 1.0823937903607
"76" 1.13508272061752 0.71028378134311
"77" 1.51236954662011 1.12678967846247
"78" 1.82272659828646 1.16265043757779
"79" 0.846084472353706 0.1
"80" 0.850597150710392 0.774567519543882
"81" 0.28994713276529 0.1
"82" 0.291988154870855 0.42590882855176
"83" 0.607586628564624 0.733110151243254
"84" 0.670741394723037 0.608810588826791
"85" 0.557850582910562 0.455505861534928
"86" 1.15440904390917 1.12096134143574
"87" 0.661433376282394 0.263416615828547
"88" 0.440749918657814 0.361097682476767
"89" 0.1 0.13380800943952
"90" 0.762446901771347 1.00254109757254
"91" 0.861481283292915 0.715438655394679
"92" 0.610423908757632 0.391401425254529
"93" 0.631467421425591 0.569401923930251
"94" 0.684330701829938 0.605851063913822
"95" 0.735917146510055 0.625302714766511
"96" 1.4271998575665 1.28521609278751
"97" 1.57866648327196 0.99389661052704
"98" 0.974149366174763 0.27300007461407
"99" 0.431040860210831 0.200763045614669
"100" 0.1 0.1
"101" 0.627409735368736 0.862681871368327
"102" 0.775757413143066 0.705674016715162
"103" 0.963765201488345 0.797407763211985
"104" 1.32374361643011 1.04004076281886
"105" 1.48565146955569 0.962579016097101
"106" 1.46504528399592 0.830413900725136
"107" 1.44401615649075 0.840580143983681
"108" 1.0460213518708 0.457509453675812
"109" 0.839085603553144 0.539514923640692
"110" 0.968200513686619 0.770652191206787
"111" 0.439340012452456 0.153236475597143
"112" 0.877716659789272 0.923849578483203
"113" 1.16369866112873 0.938803827863864
"114" 0.23024428945475 0.1
"115" 0.241679116094186 0.453574490544678
"116" 0.151436532292576 0.309989285190238
"117" 0.268510252533881 0.478128112295258
"118" 0.413396459935752 0.553161327681388
"119" 0.245011004032013 0.298140810085418
"120" 0.1 0.171985920722863
"121" 0.1 0.1
"122" 0.36409887732915 0.580094221878693
"123" 0.566555802592495 0.647375683609058
"124" 0.584131308078949 0.545275620771965
"125" 0.931350668117509 0.881353910954745
"126" 0.476603922790722 0.215155607158266
"127" 0.132027502277506 0.15395283047917
"128" 0.1 0.136260188082208
"129" 0.764036430496547 0.985530466610857
"130" 1.01353040732482 0.863324595071314
"131" 0.714860269083079 0.399819484428893
"132" 0.120512578284796 0.1
"133" 0.147083198862802 0.387918202642619
"134" 0.196669982266738 0.409823416646009
"135" 0.694448117761927 0.877024785322406
"136" 0.543000442065124 0.432307693456353
"137" 0.404031087125352 0.379880040562463
"138" 1.01159114677718 1.07004165587444
"139" 0.907245394873665 0.603403518149774
"140" 0.819915452678052 0.576938591600056
"141" 0.834673573787257 0.643795355842711
"142" 0.360310441615245 0.158375411354326
"143" 0.20420587004584 0.293386815524623
"144" 0.454375611672979 0.632147483956217
"145" 0.1 0.1
"146" 0.745017602642471 0.982577279063461
"147" 0.569384102667204 0.432529085507134
"148" 0.944817295680755 0.905326765961338
"149" 0.877728385328304 0.608462308180771
"150" 0.241199370624158 0.1
"151" 0.604006859153747 0.774670881784051
"152" 0.862363307238516 0.804624441601201
"153" 1.13576297687959 0.916651816711852
"154" 0.780500942655148 0.385778897611523
"155" 0.333411925839123 0.177592664714829
"156" 0.181363775724105 0.285426432497519
"157" 0.322853991561791 0.514276534383876
"158" 0.748921804467467 0.856245955776044
"159" 0.505905386594881 0.360046938576175
"160" 0.1 0.1
"161" 0.667142927587577 0.907991677891738
"162" 0.554554692902914 0.462388727301192
"163" 0.806706246607961 0.775249996104756
"164" 1.03206314563588 0.847307003495963
"165" 1.5471030385914 1.21996441006394
"166" 1.04028056758523 0.355234405471964
"167" 0.827789169499279 0.546448674958338
"168" 1.144340662856 0.953717542219179
"169" 0.698076318804967 0.298359838449176
"170" 0.258097849634413 0.154654956510842
"171" 1.05195756322188 1.19979509159806
"172" 0.716633703587254 0.398032558552678
"173" 0.346360844034 0.225918242045517
"174" 0.479303753026015 0.574330870357419
"175" 0.975701842908269 0.989177460270027
"176" 0.8772722447296 0.591713642095022
"177" 0.59071819839254 0.365553258496373
"178" 0.550157762386766 0.500569928851216
"179" 0.670502081469537 0.641152610497126
"180" 0.682649411905077 0.580463289069842
"181" 0.1 0.1
"182" 0.1 0.1
"183" 0.485089522014389 0.700837381444921
"184" 0.106667790860855 0.116346101295089
"185" 0.25830152841883 0.494702631789451
"186" 0.1 0.1
"187" 0.1 0.232516541892951
"188" 0.278392549125979 0.507689389944905
"189" 0.899228023261434 1.03216243869545
"190" 1.30211753191056 1.06973159011773
"191" 1.64407822306409 1.1384200021476
"192" 1.89410686177694 1.13285333722122
"193" 1.18839603160753 0.226154090111355
"194" 1.01300954566259 0.703643158560981
"195" 0.678764554908459 0.37791008471069
"196" 0.813071220223087 0.714249001247802
"197" 0.885457885707262 0.6961775409078
