"Hsim.con" "Hsim.nocon" "Hsim.white"
"1" 0.107726255974517 0.117375829139021 0.117680942386949
"2" 0.10731585678226 0.115242164161627 0.116286630041275
"3" 0.107571943724507 0.115748658334546 0.117659629974273
"4" 0.107219003402269 0.115212335019781 0.116919314084507
"5" 0.109126623574313 0.117343232690955 0.119274679043882
"6" 0.108026207975551 0.114965218099025 0.116014936420833
"7" 0.109936276141698 0.117581301619097 0.119599896109607
"8" 0.115023695692039 0.121400825063356 0.122339730158527
"9" 0.117931486323343 0.120977059257255 0.120359185498601
"10" 0.122488707689181 0.123703648798935 0.123259411617312
"11" 0.125737072423897 0.124163702111766 0.122642724557816
"12" 0.127727920515312 0.124258602789436 0.12257216529712
"13" 0.127070822683215 0.122485212458996 0.120772564660685
"14" 0.127521782714974 0.123327499313241 0.122306527762496
"15" 0.126471537943001 0.12203576697702 0.120686049828272
"16" 0.126539184133655 0.122705297920005 0.121861291513174
"17" 0.125002458258922 0.121135322945573 0.12002804829082
"18" 0.121318432696479 0.118327847273664 0.117835900008746
"19" 0.11704250855545 0.1161723809399 0.11679149012658
"20" 0.114913565019193 0.116584162097352 0.118080349301694
"21" 0.11654365381501 0.119539680267513 0.120876935857138
"22" 0.118758827573842 0.120757918352538 0.1208867665824
"23" 0.123285369642137 0.12393225971049 0.123575863807237
"24" 0.127298728806503 0.125216067320191 0.123602679909849
"25" 0.128054941047556 0.123658851625628 0.121563935917201
"26" 0.127252506321239 0.122468257656338 0.120985475428116
"27" 0.1237213985365 0.119414715885888 0.118399498248962
"28" 0.120683913479215 0.118387296682822 0.118569255013895
"29" 0.119931226718186 0.119413133225363 0.120010095745121
"30" 0.119954010970926 0.11989744561066 0.120082301503928
"31" 0.120143945493102 0.120083114278223 0.120075325464561
"32" 0.119450389848903 0.119282236277629 0.119201470882072
"33" 0.117358469032141 0.117610085090867 0.117850065301552
"34" 0.119007527799073 0.120522214311711 0.121435477816318
"35" 0.121854035806815 0.122366038538023 0.12209712346661
"36" 0.125363118691442 0.124160954735684 0.123163729839805
"37" 0.127607879651312 0.124346028337035 0.122653661296231
"38" 0.128037951583685 0.123512179470313 0.121761060117342
"39" 0.128519880178837 0.123776414660825 0.122356065117324
"40" 0.132544061761135 0.127547860305306 0.12602855474081
"41" 0.136233890249313 0.129003194092467 0.126026131669188
"42" 0.135696022202368 0.126506719761687 0.123012032246814
"43" 0.131709688324174 0.122845334812038 0.1203066254088
"44" 0.125244713204837 0.118504994842024 0.117360875429982
"45" 0.119567765138121 0.116363699015024 0.116911166056837
"46" 0.116273122033451 0.11635059517412 0.117767863689619
"47" 0.110776365468461 0.112867557355318 0.114300369793201
"48" 0.103544232473445 0.109063162181352 0.111937357704885
"49" 0.0971156362706653 0.107365539494684 0.111881456198034
"50" 0.0954373670345271 0.110224721193971 0.115550351797314
"51" 0.0971252979089228 0.113360736502318 0.117495340655061
"52" 0.10407316218445 0.119296794387043 0.122093520870024
"53" 0.112632947125761 0.12296742474587 0.123244754104493
"54" 0.122791483978562 0.127296736087783 0.126085532485366
"55" 0.128946855180316 0.126989299957953 0.124092653471849
"56" 0.13029507581636 0.124819767333022 0.122070479324175
"57" 0.129611519758082 0.123483369526554 0.121571687525733
"58" 0.127369919025655 0.121685528122949 0.120291423004912
"59" 0.12852770743632 0.124126335734343 0.123429378534409
"60" 0.12746538885951 0.122438324028133 0.120775457837484
"61" 0.121933950067028 0.117522046691189 0.116518517736704
"62" 0.115421912676904 0.114140091115489 0.115063705445226
"63" 0.112680468765521 0.115258328853369 0.117572573067142
"64" 0.109997929796164 0.114327668312201 0.116201850031211
"65" 0.106817782059441 0.112901700226934 0.115177357586297
