"sp.con..2.." "sp.nocon..2.." "sp.white..2.."
"1" 0.00124637737461273 0.000167712170926336 5.99952342739104e-05
"2" 0.0012466862314484 0.000168039685942944 6.00647354468512e-05
"3" 0.00125523130523508 0.000168790048475503 6.03175858073548e-05
"4" 0.00124279284164178 0.000167582843485597 5.98879586799567e-05
"5" 0.00124844139542754 0.000168562257856966 6.02453932373475e-05
"6" 0.00125420117836897 0.000169866568814625 6.06681917370095e-05
"7" 0.00121241872571645 0.000164620449673401 5.89261360822439e-05
"8" 0.00116110103088943 0.000158650301999923 5.68331290578751e-05
"9" 0.00118077091389746 0.0001598349474991 5.71356572711066e-05
"10" 0.00118064939111516 0.000161931690439193 5.80395887185081e-05
"11" 0.00113230760965933 0.00015460405719369 5.54287793056924e-05
"12" 0.00120460796676818 0.000167625251297987 6.02290377991238e-05
"13" 0.00123116441720439 0.000171209589690258 6.1386825878918e-05
"14" 0.00122866008500545 0.000171199932899717 6.12132042577604e-05
"15" 0.00115960087847396 0.000158994802668911 5.6934880712451e-05
"16" 0.00116943936726518 0.00016184160430613 5.80124600815323e-05
"17" 0.00120378491889686 0.000164744966500991 5.89164525493948e-05
"18" 0.00118746691566698 0.00016261203651337 5.8301667951659e-05
"19" 0.00119356276498723 0.000163262376619086 5.854863095446e-05
"20" 0.00121676505624457 0.000166570022357599 5.96697255719207e-05
"21" 0.00116397817172219 0.000158927982424467 5.69395344497238e-05
"22" 0.00112343620676129 0.000153966294968669 5.52360178225957e-05
"23" 0.00114098857874983 0.000155762833982835 5.5835887087848e-05
"24" 0.00112813995314666 0.000154732025662141 5.5542992588511e-05
"25" 0.00115974634544906 0.000158719986077971 5.67518999427011e-05
"26" 0.00108814752076997 0.0001498077858724 5.3892475983875e-05
"27" 0.00109979341837997 0.000152113347225257 5.46632157916645e-05
"28" 0.00109836743718333 0.000151282638154252 5.43698780943717e-05
"29" 0.001108235600421 0.000153084498808444 5.50037443983428e-05
"30" 0.0010015607607564 0.000136865258648539 4.91833290126423e-05
"31" 0.00105299417226035 0.000140156088217765 5.01601949909382e-05
"32" 0.00107337076624126 0.000143801356792199 5.15026044184697e-05
"33" 0.00107492755076316 0.000144376061298763 5.17237118553873e-05
"34" 0.0010711989618023 0.000144077156112128 5.16177425041885e-05
"35" 0.00106751512454586 0.000143647036564041 5.1463087011111e-05
"36" 0.00105991615629949 0.000141679758889903 5.06863935675246e-05
"37" 0.00103530421527494 0.000138379580547164 4.95427164804636e-05
"38" 0.00102056757307345 0.000137111264665158 4.91163615469638e-05
"39" 0.00100322275970612 0.000134813956169726 4.82874830065699e-05
"40" 0.000982584091870103 0.000133508139267619 4.7885501706996e-05
"41" 0.00102879484484353 0.000140674127971626 5.04716123763462e-05
"42" 0.00102505859928669 0.000139566707970308 5.00380663511195e-05
"43" 0.00100869316110485 0.000137380854401892 4.92663044979329e-05
"44" 0.00100241919210056 0.000137211584987785 4.92184086570025e-05
"45" 0.00101528693453921 0.000139041163178259 4.98343334282963e-05
"46" 0.000976818765491357 0.000134237442743153 4.81790244533653e-05
"47" 0.000994846666901625 0.000135708347738935 4.85963903728479e-05
"48" 0.00100053012274735 0.000136199041556438 4.87530617292324e-05
"49" 0.00108803193530095 0.000149771259126393 5.36868340366691e-05
"50" 0.00108768773248065 0.000150043839287497 5.38267322004995e-05
"51" 0.00110680360994372 0.00015271969058723 5.47505030698697e-05
"52" 0.00110074665361869 0.000150072020099054 5.36184120920919e-05
"53" 0.00103280909525303 0.00013705117311117 4.89318718749738e-05
"54" 0.00103342968787819 0.000139786401870896 4.99960561353019e-05
"55" 0.00108328007845442 0.000145767000284777 5.20292189183812e-05
"56" 0.00105387269755792 0.000142581860827244 5.09065683862029e-05
"57" 0.00101685594962785 0.000137544203547374 4.92200554716737e-05
"58" 0.00105538525252856 0.000142946688278982 5.10919313602647e-05
"59" 0.0010419768008212 0.000141140206706496 5.04955725428286e-05
"60" 0.00104973614456701 0.000142181212136794 5.07841634095796e-05
"61" 0.00102264198372126 0.000136611009975995 4.87053398249711e-05
"62" 0.000952735239173092 0.000128588303112117 4.60377831994595e-05
"63" 0.000965269350072936 0.000130798167050582 4.68296309973124e-05
"64" 0.000959924791004299 0.000130120775761204 4.65833387814869e-05
"65" 0.000959695114660134 0.000131641776483701 4.72059592894239e-05
"66" 0.000968641895191551 0.000132718481174426 4.75628784606636e-05
"67" 0.000983728098439788 0.000135140578941021 4.83577819634984e-05
"68" 0.000887314667727807 0.000120960812407729 4.33618544599134e-05
"69" 0.000913441873612462 0.000124728418398543 4.46961911422915e-05
"70" 0.000908324944091313 0.000124190376796234 4.45378140318175e-05
"71" 0.000931777934352033 0.000127620839887499 4.56874351095598e-05
"72" 0.000908053797468713 0.000123711332080009 4.4267870227649e-05
"73" 0.000890896659396851 0.00012320242063238 4.42585657168877e-05
"74" 0.000928789444959847 0.000128298152290724 4.59233503075496e-05
"75" 0.000920794331471137 0.000126143433985112 4.50441071193765e-05
"76" 0.000865207443173272 0.00012010795473773 4.31032206856017e-05
"77" 0.000890458273162149 0.000125421172126792 4.50863777711636e-05
"78" 0.000882271149567822 0.000124258603112156 4.46797395103192e-05
"79" 0.000885915871928615 0.000125413379148639 4.51175710607977e-05
"80" 0.000897158673340884 0.000127244234558636 4.57925388211159e-05
"81" 0.000909845259870331 0.000129687628994968 4.66887786096566e-05
"82" 0.000917953466870518 0.000131315991439795 4.73225081250469e-05
"83" 0.000921830322546549 0.000132208109130083 4.76776985168282e-05
"84" 0.000922880267599774 0.000132201312103046 4.76644107725982e-05
"85" 0.000925533724733458 0.000132055140741559 4.75756515292299e-05
"86" 0.000904857535887518 0.000129228661047972 4.65582895721714e-05
"87" 0.000886165164329461 0.000127219427744754 4.58746015970314e-05
"88" 0.000892425749402166 0.000128246446228831 4.62618143761271e-05
"89" 0.000888949364959128 0.000128405044885434 4.63472396251722e-05
"90" 0.000872520589161435 0.000126093325467595 4.55395613710503e-05
"91" 0.000908708308292866 0.000131444570968651 4.74482390278937e-05
"92" 0.000859471072383702 0.000123641091485368 4.4657122301743e-05
"93" 0.000846808432208002 0.00012195683766516 4.40529780399419e-05
"94" 0.00086047980926977 0.000124247461734851 4.49072675328043e-05
"95" 0.000859238245013226 0.000124686572951984 4.50630392739668e-05
"96" 0.000871247474736131 0.000126581118881912 4.56737299991396e-05
"97" 0.00083754159699139 0.000122860996000583 4.44469234674162e-05
"98" 0.000836979159734574 0.000123119190783139 4.45607658142565e-05
"99" 0.000845152983086378 0.000124364805358529 4.49680839986788e-05
"100" 0.000845025335091131 0.00012419920605478 4.49401959916383e-05
"101" 0.000824133734706419 0.000122243657432667 4.43072060884922e-05
"102" 0.000821570075780283 0.000121551277659532 4.40033601724437e-05
"103" 0.000819133175751756 0.000121460530048068 4.40169127947168e-05
"104" 0.000818529341737116 0.000121102275462781 4.38126668832402e-05
"105" 0.000804672583195871 0.000119146984587158 4.3122360647082e-05
"106" 0.000803783046325039 0.000118472700286442 4.2846528902098e-05
"107" 0.000809345575866299 0.000119256890771184 4.31436187760948e-05
"108" 0.000814402582161425 0.000120002812202049 4.33993784485129e-05
"109" 0.000812996958370458 0.000119909714367378 4.34002139138121e-05
"110" 0.000808021711231034 0.000118646584662808 4.28663668726595e-05
"111" 0.000760632591318121 0.000113511760953454 4.11868207182893e-05
"112" 0.000759040400814026 0.000113629427955452 4.12947167236437e-05
"113" 0.000762485497585412 0.000114728352975765 4.17378134817311e-05
"114" 0.00077165950662892 0.000115863950541223 4.21130198654854e-05
"115" 0.000765481736327848 0.0001153105822001 4.19416063243778e-05
"116" 0.000766903963549112 0.00011546706603073 4.2007544375208e-05
"117" 0.000768270439649769 0.000115641497098362 4.20690530324479e-05
"118" 0.000768929895852578 0.000115364145562777 4.19566284792822e-05
"119" 0.000766919425426116 0.000115253100286321 4.19124963378846e-05
"120" 0.000755288737994506 0.000112591840899169 4.08122589107545e-05
"121" 0.000735984621493337 0.00011026762999518 4.00980407321627e-05
"122" 0.000739175512359185 0.000111302225754297 4.0538295418778e-05
"123" 0.000745782102592924 0.000112228377730962 4.08766682118487e-05
"124" 0.000731316579994028 0.000110277607743491 4.01737436592178e-05
"125" 0.000713686733174218 0.000108880523802759 3.9779496820353e-05
"126" 0.000722396706251405 0.00011019207848169 4.02552273697534e-05
"127" 0.000711422137713914 0.00010867430347816 3.97315605416042e-05
