"Hsim.con" "Hsim.nocon"
"1" 0.120026393259798 0.0696765028143023
"2" 0.116255137368907 0.0682918325060184
"3" 0.116394221964386 0.0696517926698949
"4" 0.116732024231901 0.0689128716859629
"5" 0.118496276336837 0.0712582986830422
"6" 0.117249464965182 0.0680279250226434
"7" 0.118208783378709 0.0715952143794866
"8" 0.123894554907915 0.0743683044157175
"9" 0.124521280735502 0.072416729231913
"10" 0.126050874856857 0.075312825096033
"11" 0.127940419397002 0.0746822425921921
"12" 0.127560463447155 0.0745931219447291
"13" 0.125765933568235 0.0727817713432214
"14" 0.125839903154693 0.0743334143296426
"15" 0.125465896088164 0.0727047672517233
"16" 0.125338355507966 0.0738909911291973
"17" 0.124441484647847 0.0720532037775713
"18" 0.120742583190544 0.0698737180954344
"19" 0.117756527930864 0.0688412420304347
"20" 0.117958783539256 0.0701152097213917
"21" 0.121648275254329 0.0729060154285725
"22" 0.124027529208952 0.0729420462455332
"23" 0.126893351253492 0.0756290923694744
"24" 0.129278265777616 0.075643163435995
"25" 0.127446182980395 0.0735724246975519
"26" 0.125236154623786 0.0730047170060866
"27" 0.122129311699585 0.0704274128233527
"28" 0.12008859334651 0.0706214103284668
"29" 0.121504235358284 0.0720582145522338
"30" 0.122709307802003 0.0721321923205146
"31" 0.122788334564058 0.0721241360339591
"32" 0.121911615802029 0.07124899056634
"33" 0.119815013667373 0.0698971905798156
"34" 0.122184735074143 0.0734781802753638
"35" 0.125799412572269 0.0741571528133383
"36" 0.127606016565868 0.0752145393204754
"37" 0.128097677755645 0.0746816464427617
"38" 0.126877659457065 0.0737737681354985
"39" 0.126752645508596 0.0743715428727002
"40" 0.130911970789458 0.0780372944409763
"41" 0.134014515967284 0.0779840499703444
"42" 0.131122955883491 0.0749054421247004
"43" 0.12595022942285 0.0722426469073628
"44" 0.120711327598292 0.069366860917209
"45" 0.117678607735764 0.0689617010782141
"46" 0.11789713976981 0.0698051155681108
"47" 0.114931616096155 0.06632731928567
"48" 0.109452811704054 0.0639161392392252
"49" 0.10687507525807 0.0637402746221428
"50" 0.109837344992723 0.067278505396097
"51" 0.114531231661274 0.0692708480247298
"52" 0.120950375831924 0.0739524997861161
"53" 0.126436180315547 0.0752487069910531
"54" 0.130883529028679 0.078109766189435
"55" 0.131666979606143 0.0760706055228394
"56" 0.128296085303739 0.0740240473498405
"57" 0.126186707460057 0.0735554625933451
"58" 0.124493544375215 0.0722921803123272
"59" 0.126556277541215 0.0754521244851637
"60" 0.126494605459256 0.0727877897343955
"61" 0.120135764893843 0.0685467170799357
"62" 0.115014270638656 0.0671312724390136
"63" 0.115966673341751 0.0696022924071733
"64" 0.116411616213824 0.0682243367708539
"65" 0.114145466047488 0.067170632902053
"66" 0.109349929256316 0.0634345462035547
"67" 0.108727712965394 0.0662074016558326
"68" 0.115912736322282 0.0714518239504913
"69" 0.118693811897645 0.0698011447087897
"70" 0.118248559395798 0.0704400872100786
"71" 0.118382223827912 0.0699616965536216
"72" 0.120888770065033 0.0727634605578011
"73" 0.123424741057759 0.0728480649929398
"74" 0.124813919228882 0.0739137081547591
"75" 0.127470336843251 0.0755046512263655
"76" 0.129168910063041 0.0756630721754066
"77" 0.129039205086617 0.075182893324816
"78" 0.125406718383657 0.0718254352688704
"79" 0.1210173011006 0.0702339290367006
"80" 0.118139554894703 0.0688703145471787
"81" 0.117915966723582 0.0699848754636695
"82" 0.118588306565602 0.069911416109007
"83" 0.118028811563395 0.0694790028553189
"84" 0.117151099165812 0.0690384809777002
"85" 0.119191067237403 0.0715375829837523
"86" 0.121459524906315 0.0717544122649291
"87" 0.12149140343405 0.0714794587676844
"88" 0.121626142061889 0.071773913681784
"89" 0.121628269518774 0.0714915629540635
"90" 0.121942713861477 0.0719996946533663
"91" 0.121989684227511 0.0716004025010539
"92" 0.119254519922131 0.0691592947467005
"93" 0.12037162562523 0.0723616555338549
"94" 0.119656330040623 0.069072788828004
"95" 0.11795043247432 0.0700477301667522
"96" 0.119252874636683 0.0706895467323519
"97" 0.120615783525513 0.0715250768817587
"98" 0.121862608674438 0.0720374416379233
"99" 0.120579320461359 0.070249091338823
"100" 0.121392545598475 0.0725173366201718
"101" 0.123484102046586 0.0727459396656186
"102" 0.122147485326818 0.071090100135136
"103" 0.118591521418702 0.0688707359819535
"104" 0.117877598021519 0.0701132665236164
"105" 0.119654756033585 0.0710080471578656
"106" 0.11780168187212 0.0684103669172211
"107" 0.116610875179057 0.0694089420343664
"108" 0.119198899252582 0.0713167446094368
"109" 0.121665348364281 0.0721769450524054
"110" 0.121492921491032 0.0711589954349494
"111" 0.122253009952858 0.0726713055477967
"112" 0.119534724205862 0.0686550003816443
"113" 0.117565111299221 0.0699984852191388
"114" 0.117261077898431 0.0687583920995979
"115" 0.117033746574741 0.0696093240635658
"116" 0.118942968214653 0.0709089433210807
"117" 0.119433698087827 0.0702990799871106
"118" 0.120675402782344 0.0719868854971192
"119" 0.121983056679563 0.0718509531185394
"120" 0.122161989249644 0.0720183646930473
"121" 0.123010460885547 0.07266001147241
"122" 0.12639926308719 0.0754408383881656
"123" 0.125948523432664 0.0725281655876209
"124" 0.122390001014641 0.0712180164258878
"125" 0.120203240485906 0.0702077846105666
"126" 0.121194662139372 0.0721535269259546
"127" 0.122446278563771 0.0718633260826635
"128" 0.119318642097503 0.068927604929365
"129" 0.117208943502989 0.0693263930183512
"130" 0.119183245562163 0.0711615007804749
"131" 0.121013309241962 0.0715112713961856
"132" 0.121665662744764 0.0718047912598451
"133" 0.122310648579226 0.0721512058877019
"134" 0.122140407270299 0.0716338438825142
"135" 0.12229622505796 0.0721745207468995
"136" 0.122758284763017 0.0721727500232475
"137" 0.12129203695466 0.0706634282650393
"138" 0.118481190791883 0.0691158835105954
"139" 0.116700260108715 0.0687416328946817
"140" 0.122309559802825 0.0748248758533308
"141" 0.128381550560217 0.0758127277095492
"142" 0.130219233324666 0.0764631308983923
"143" 0.125569204731171 0.0710275466526938
"144" 0.125450630684184 0.0753572332320807
"145" 0.129143688910056 0.075587464000391
"146" 0.125677673451503 0.0717460818201992
"147" 0.122148418657366 0.0713971727213533
"148" 0.122413418361582 0.0721379814830861
"149" 0.121659724493513 0.0708569896769512
"150" 0.1235750128689 0.0738872453153499
"151" 0.123478408219675 0.0713158054301165
"152" 0.124208920601391 0.074104806370813
"153" 0.127457046858489 0.0750821396711228
"154" 0.127501144615719 0.0741587944075127
"155" 0.12494599216982 0.0722679467300885
"156" 0.119960063344844 0.0688775849992593
"157" 0.11877043620926 0.070670918748862
"158" 0.117149617388279 0.0677887760009068
"159" 0.118155158038439 0.0712958715083275
"160" 0.123390521527075 0.0737866201664557
"161" 0.125113313318378 0.0732884545414461
"162" 0.127869591551191 0.0762708308640091
"163" 0.127664210475072 0.0734419446905001
"164" 0.127591039491312 0.0755295370591074
"165" 0.131243930648338 0.0774488592470498
"166" 0.129086708771664 0.0735268300151195
"167" 0.129135088530188 0.0767305846368158
"168" 0.13384807642492 0.0788575197499684
"169" 0.131995263665095 0.0750581229777142
"170" 0.126689294792442 0.0728011680543638
"171" 0.12208124367959 0.0702300859211785
"172" 0.124351787691857 0.0748469831682985
"173" 0.126940738026371 0.0737547003798923
"174" 0.124787846109584 0.0723945247423397
"175" 0.126384374217158 0.0751728923268812
"176" 0.128966316341877 0.0754794740868938
"177" 0.13098977930375 0.0771177465224571
"178" 0.127503652132922 0.0721691224104463
"179" 0.123979042725519 0.0727086523557288
"180" 0.123050401424637 0.0715384283757633
"181" 0.124342766278357 0.0738857556636325
"182" 0.129003494454011 0.0766700425682479
"183" 0.133333508291186 0.0785559897108482
