"V1" "V2" "V3"
"144" 1511.84069690938 1890.70933660805 2723.98741180467
"145" 1519.58226170659 1899.20415296003 2734.38768734862
"146" 1516.93521173858 1895.84337215506 2729.53902077674
"147" 1512.37128726028 1891.2252221876 2725.27136994532
"148" 1513.11919031325 1892.53807656535 2728.36879771402
"149" 1518.1098468903 1897.69013382613 2733.77476210758
"150" 1522.16756794243 1901.22799804485 2735.97239824179
"151" 1526.18556983262 1904.48997848248 2737.99133831549
"152" 1537.4415159241 1914.78584271239 2746.96983739516
"153" 1535.70781369621 1910.96524681555 2739.5735005402
"154" 1525.91529521404 1900.08855356008 2727.7755851685
"155" 1528.42357749355 1902.98362718655 2732.84186996189
"156" 1524.17371176811 1898.33967490938 2728.01804123083
"157" 1522.68425420174 1897.08902026212 2728.04525618038
"158" 1520.73885478633 1895.45636552689 2727.96340219008
"159" 1523.86759410126 1899.00954281539 2732.76827824002
"160" 1525.47435317362 1900.50653870259 2733.85093484161
"161" 1531.87151418944 1906.70778390493 2739.51995905727
"162" 1529.35419061325 1903.29846663518 2734.35720865422
"163" 1522.07667274225 1895.83055016868 2726.87244207388
"164" 1532.43138237326 1906.92119096935 2739.66089825334
"165" 1528.24385370163 1901.71263965254 2732.04146452037
"166" 1526.84759040576 1900.31733007168 2731.12776134585
"167" 1527.46097953572 1901.08553180392 2732.8826850373
"168" 1528.00257298414 1901.55686377383 2733.26469568757
"169" 1539.67795783449 1913.1306111506 2744.55728789925
"170" 1533.56788347463 1905.47772012525 2733.98106432908
"171" 1526.0610902533 1897.88522498234 2727.18970728179
"172" 1520.01626957641 1892.61595256133 2724.04850819586
"173" 1522.14807969452 1895.80838227024 2728.99117388326
"174" 1518.52053530604 1892.53441495631 2725.85417548567
"175" 1515.67347492539 1890.50214319576 2725.46028027175
"176" 1511.4630201857 1887.25255342503 2723.86236493556
"177" 1512.47359165903 1889.46409456384 2727.40443619387
"178" 1513.76436930823 1891.4531189268 2729.28639402249
"179" 1528.4708924187 1906.57218196873 2744.05272712133
"180" 1527.11031416315 1903.70681248519 2737.35207368459
"181" 1536.29871710385 1912.34453351045 2744.98641150344
"182" 1533.42844474871 1907.9031298387 2737.50425921867
"183" 1534.12140963358 1907.91334311914 2736.6191929314
"184" 1533.19582486465 1906.31640726904 2734.47993635336
"185" 1532.36798978217 1905.02095141487 2733.29104881511
"186" 1527.20618294327 1899.57157327106 2728.38340987434
"187" 1532.34678767641 1905.10565424466 2735.68108642287
"188" 1536.07946902823 1908.33573475949 2738.29785076608
"189" 1524.58989355167 1896.10187925155 2725.05467244702
"190" 1519.39669881553 1891.95793882293 2723.84615533971
"191" 1515.14116247792 1888.85592694402 2722.89405708784
"192" 1522.16972082224 1897.09517679789 2732.64932193126
"193" 1516.49333969984 1891.36583585346 2725.98124534575
"194" 1510.10437417554 1885.89610023282 2722.18098267341
"195" 1506.37815572687 1883.63464211164 2722.12984879835
"196" 1507.912439295 1886.56029466467 2726.09967152022
"197" 1505.92864807465 1885.35275772892 2724.62999425223
"198" 1503.67408015651 1884.03863574313 2724.05392223465
"199" 1504.63347265922 1886.02189267007 2726.96956728604
"200" 1509.97967252229 1891.97517867114 2732.56925461281
"201" 1507.85247210881 1889.65502824546 2728.3933020266
"202" 1514.82717534552 1896.94605926984 2735.59621285631
"203" 1505.02853540048 1886.44740604982 2723.11441376537
"204" 1503.65787488723 1885.98799245572 2724.23124233652
"205" 1512.23871657715 1895.21556772291 2734.15843455429
"206" 1514.9968580322 1897.21052814454 2733.9294672178
"207" 1505.14131915338 1886.69096430193 2722.34533380203
"208" 1507.35080335565 1889.82810551949 2727.96611919713
"209" 1509.21599282567 1891.80824719637 2729.67262842415
"210" 1496.84725926693 1879.26750000416 2716.18156832941
"211" 1495.88271143478 1879.91987811711 2720.2440778189
"212" 1493.59449368469 1878.66684213171 2720.52224454326
"213" 1501.2738365343 1887.35893364253 2730.0657657309
"214" 1497.75823417899 1883.608717173 2724.78268395444
"215" 1501.15103857053 1887.53579495163 2729.31082401737
"216" 1503.2373017163 1889.55302162736 2730.45864293117
"217" 1505.75340201936 1891.78684773751 2731.30467596415
"218" 1496.7389986703 1882.31245005592 2720.59166811257
"219" 1485.91975347985 1872.40604471402 2712.65376471352
"220" 1488.06295078051 1876.44281666559 2720.04130139647
"221" 1499.88991253432 1889.06680514212 2732.96781151839
"222" 1497.54004877787 1885.79990837128 2727.01639184103
"223" 1503.83264043988 1892.14181783731 2733.73890922298
"224" 1504.5521538432 1892.0660068987 2731.95721860478
"225" 1498.89667475461 1885.812097752 2724.090323276
"226" 1505.5212124927 1892.78007858147 2731.78130975662
"227" 1506.56258239885 1892.99409947385 2730.52568017063
"228" 1508.78537617507 1894.58256477037 2731.53624363228
"229" 1504.74455198919 1889.84258690354 2726.35143050863
"230" 1500.81026813819 1885.93777996043 2723.26026684453
"231" 1503.74917859932 1889.29889004748 2727.7538256873
"232" 1497.79404458964 1883.11993296923 2721.17074992906
"233" 1502.38532949154 1888.41226508199 2728.23808545084
"234" 1499.86403057885 1885.68934243376 2725.17903030175
"235" 1498.32615907127 1884.42735377102 2724.38673662731
"236" 1501.97585566617 1888.48265109208 2729.02517157341
"237" 1507.84438308435 1894.10337831786 2733.73291360409
"238" 1507.24824134155 1892.64573692056 2730.45088995196
"239" 1515.2282218155 1900.24094799409 2737.73209025841
"240" 1510.89905199671 1894.5509484474 2729.71925398648
"241" 1509.84796192402 1893.2062636892 2728.4853332556
"242" 1513.64189168485 1896.81430541102 2732.40454786218
"243" 1516.91519349322 1899.33177259942 2733.96847328869
"244" 1521.61426626673 1903.12434396277 2736.88245420316
"245" 1528.91567988516 1909.22361465173 2741.80652246828
"246" 1528.32857151886 1906.88237433271 2737.19836516239
"247" 1524.09903163191 1901.57604380522 2731.21143050933
"248" 1518.41962483741 1895.58896509366 2726.03737505731
"249" 1519.75669637294 1897.23683254988 2729.35306385578
"250" 1523.61494089166 1900.95541826507 2733.49344296621
"251" 1527.5467472018 1904.29891006442 2736.4925909402
"252" 1531.65987089687 1907.59981304922 2739.15828103777
"253" 1533.38409997983 1908.29956277385 2738.6181947483
"254" 1528.19905923456 1902.21576304894 2731.42690573948
"255" 1526.29629735703 1900.31943137326 2730.34084121356
"256" 1524.63065378996 1898.72662376193 2729.48112054431
"257" 1514.75300454457 1889.01194553237 2720.57027944172
"258" 1515.32580408767 1890.94516086539 2725.71700492574
"259" 1519.67741692253 1896.00490615843 2731.88472298794
"260" 1514.82531676173 1891.12166911736 2726.27004090576
"261" 1521.12107247809 1898.21656242229 2734.6931565955
"262" 1511.63182873456 1888.435751373 2723.66068876771
"263" 1511.10547505974 1889.05671998932 2725.96284789179
"264" 1511.71118725428 1890.4115150614 2727.87139002704
"265" 1513.578871068 1892.68964086674 2729.98434114226
"266" 1515.14567587359 1894.39897021396 2731.38267278599
"267" 1517.92944602767 1897.16536780742 2733.73756149143
"268" 1515.09363829452 1894.01603728662 2729.51713847913
"269" 1511.7256374236 1890.85674217454 2726.46549163196
"270" 1510.18395498428 1889.83973768253 2726.19255464265
"271" 1522.34977013797 1902.48306618399 2739.37778708738
"272" 1529.86409422012 1908.72698484105 2742.73965660494
"273" 1531.71782250317 1908.98693117131 2740.39011439332
"274" 1534.32665835552 1910.41856179007 2740.59543512916
"275" 1524.49945646979 1899.36853278219 2727.93541111114
"276" 1519.4790952592 1894.68105049754 2724.81686923091
"277" 1517.23562051052 1893.03786506946 2725.09075454578
"278" 1508.89986957351 1885.22870240723 2718.81691776725
"279" 1508.03135478255 1885.80480377433 2722.68372957038
"280" 1506.9133851923 1885.71406357478 2724.2473332722
"281" 1508.71300576853 1888.42192198294 2727.7659961415
"282" 1503.62061887399 1883.82902625156 2723.03865223686
"283" 1500.08128548036 1881.4245783727 2721.87123973671
"284" 1500.29301556553 1882.87259150705 2724.40175850116
"285" 1501.09747715857 1884.4843245107 2725.95843164668
"286" 1501.57583157931 1885.50941556983 2726.72861181929
"287" 1507.15515894326 1891.51242075876 2732.60121352041
"288" 1513.59606898713 1897.57722382571 2736.97616989237
"289" 1526.07461501936 1909.08377857773 2745.95663623276
"290" 1535.44887647944 1916.28345761055 2748.92340686353
"291" 1539.67526960352 1917.96974206291 2746.64634685971
"292" 1542.04667352219 1918.11653709845 2744.21120395551
"293" 1539.99113164936 1914.11063661065 2738.41468514246
"294" 1524.33628413532 1897.20559279665 2721.31734189513
"295" 1526.72553597571 1900.51601146282 2728.87190256879
"296" 1525.34163326251 1899.04007817975 2728.56171786502
"297" 1522.45567688454 1896.23521557258 2727.02983667653
"298" 1522.22501658614 1896.49543517927 2729.35853507059
"299" 1523.06082655595 1897.66239445406 2731.45604889071
"300" 1517.10107365598 1891.84802732417 2725.52293208752
"301" 1516.86943972465 1892.54375520573 2727.70349700596
"302" 1520.85608310775 1897.12629344516 2732.84832008994
"303" 1515.55156683092 1891.73299731623 2726.52693819289
"304" 1512.99489964274 1889.94578609592 2725.94768063509
"305" 1508.59312937591 1886.35791153673 2723.37787912204
"306" 1507.15599193089 1886.01160056846 2724.18228634486
"307" 1505.00163824489 1884.78420346458 2723.6727132524
"308" 1504.13929630077 1884.88770517497 2724.69923219207
"309" 1507.60351396019 1889.18722654397 2729.58875226044
"310" 1504.01489921342 1885.78231320618 2725.31571519623
"311" 1506.83799749362 1889.34565544928 2729.37065683296
"312" 1511.75201552043 1894.39459382143 2733.65287023454
"313" 1519.46630549584 1901.6188286324 2739.06553864663
"314" 1514.79887859362 1895.73722776373 2730.56898412002
"315" 1511.70640059338 1892.5544195825 2727.69398343613
"316" 1504.4500047839 1885.50730298105 2721.24249061552
"317" 1507.13649883279 1889.13915492517 2726.58804858946
"318" 1510.23193812514 1892.39498678875 2729.88509964256
"319" 1508.0712577828 1890.00800764657 2727.15276331194
"320" 1515.108955301 1897.30913400394 2735.28673151163
"321" 1512.78519718674 1894.21788740056 2730.4291277252
"322" 1520.28415704897 1901.60585158974 2737.50171552534
"323" 1522.00501060274 1902.23523340376 2736.05981664574
"324" 1519.63843350548 1898.96142735029 2731.60261485036
"325" 1517.71565546943 1896.73327380846 2729.6846677647
"326" 1521.7400535874 1900.66212987173 2734.05842430223
"327" 1524.10906564865 1902.33745658751 2734.77508776337
"328" 1516.12413455487 1893.61283660991 2725.42581957217
"329" 1505.88086623619 1883.92944255123 2717.9519614027
"330" 1510.746665866 1890.32657285448 2727.6397390673
"331" 1514.08261257249 1893.85737400113 2730.74214935982
"332" 1515.35338593573 1894.97073123454 2731.23086816651
"333" 1516.87651879731 1896.40131369634 2732.77012467695
"334" 1514.63722421716 1893.94296710111 2729.76960461268
"335" 1511.55424285331 1891.0182633846 2726.69422149854
"336" 1508.11061559754 1888.03180981182 2724.22587815824
"337" 1511.20862169402 1891.82189781397 2729.14425751752
"338" 1516.24028141512 1896.87785758448 2733.92824466891
"339" 1518.75782739503 1898.84819554066 2734.6567125346
"340" 1516.48507524204 1896.0127339792 2730.8625604385
"341" 1510.03631212861 1889.51525826931 2724.45378111438
"342" 1513.99037718606 1894.19163865537 2730.48303111386
"343" 1519.63089634107 1899.65118456491 2735.17732426336
"344" 1525.94954330528 1905.17636857907 2739.23166336209
"345" 1524.21032009729 1902.221274449 2734.61564807157
"346" 1513.21245595827 1890.70549674946 2722.96222322361
"347" 1514.2871322087 1892.75421817504 2727.39279019934
"348" 1516.42864746846 1895.13550545974 2729.90906130741
"349" 1512.14138282388 1890.71962476591 2725.2311392951
"350" 1517.64578279026 1896.80989877874 2733.11039312151
"351" 1515.69868606203 1894.49845125077 2730.07916492549
"352" 1521.36815156721 1900.27095952878 2735.79034592141
"353" 1518.60970629577 1896.85230956691 2730.8118064035
"354" 1519.89745548822 1898.11420113617 2732.22002802027
"355" 1519.8093076258 1897.79441805716 2731.62554336266
"356" 1518.20586079397 1896.01041370518 2729.62202031555
"357" 1511.85913548127 1889.74177199018 2723.75947713349
"358" 1508.03435410396 1886.74810006855 2722.63469628338
"359" 1501.40377016545 1881.07018739086 2718.57226857191
"360" 1506.59684128421 1887.73997681818 2727.55038110781
"361" 1499.39074220035 1880.8293579552 2720.23215736647
"362" 1497.67126574738 1880.44692273867 2721.79208075892
"363" 1489.04101590779 1872.96102076062 2715.41780449069
"364" 1483.17024769498 1869.03708179059 2713.70459336035
"365" 1481.09966168764 1869.05967278949 2715.83379628485
"366" 1481.15571516023 1870.84049655063 2718.79977189881
"367" 1483.90827016265 1874.91145840087 2723.33095133512
"368" 1492.74256859211 1884.45868304145 2732.24959974512
"369" 1495.28810449917 1886.48900547615 2731.40756154886
"370" 1499.68758269052 1890.44832486834 2733.35472997784
"371" 1489.97717794886 1879.92230813399 2720.59111298505
"372" 1489.13197549624 1879.85037191026 2721.84349016788
"373" 1492.09155532305 1883.22808423273 2725.58309376353
"374" 1482.23600486774 1873.17952966455 2714.82333024833
"375" 1484.6713846805 1876.93298742777 2721.4550588558
"376" 1484.14690998429 1876.83900650967 2721.82460073717
"377" 1488.48402498865 1881.59675423164 2726.60958785767
"378" 1496.01461351517 1888.92028635944 2732.91895985166
"379" 1503.69706695817 1895.55045059581 2737.25886510612
"380" 1510.77710212263 1901.03370947332 2739.88143114406
"381" 1511.0045636787 1899.31732023631 2735.14761800031
"382" 1508.6102659398 1895.58329807738 2730.08339325179
"383" 1506.49608825929 1892.72548652274 2727.21380668003
"384" 1507.38730578512 1893.17956471346 2728.18817856849
"385" 1513.61634146936 1898.84204313112 2734.11277785116
"386" 1514.93731135283 1898.90618061661 2733.15389335233
"387" 1517.78046084031 1900.79274086127 2734.77906180902
"388" 1517.50257292057 1899.46247510055 2732.72416703347
"389" 1520.39469171239 1901.62207421021 2734.54840815506
"390" 1514.98783073205 1895.24997521444 2727.34008685468
"391" 1519.72133707419 1899.99335565983 2733.41288154765
"392" 1518.66907201155 1898.17548917983 2731.0230885215
"393" 1519.67929600464 1898.81129857103 2731.86754071036
"394" 1518.75493468398 1897.48033914267 2730.63982899307
"395" 1507.71047707146 1886.23838876418 2719.7126347694
"396" 1509.86165718359 1889.6548870189 2726.13731352419
"397" 1508.64744884447 1888.8090970114 2725.70600038063
"398" 1511.39028035946 1892.00472019604 2729.48716507878
"399" 1506.77359515058 1887.42340386651 2724.85274908732
"400" 1512.13596379862 1893.5023499765 2732.15254596904
"401" 1512.48993350021 1893.60512002967 2730.97273348863
"402" 1510.30393044438 1891.29999589074 2727.90898073436
"403" 1511.89387257975 1893.15015016513 2730.18986674107
"404" 1501.46748231669 1882.6313089464 2719.26331558907
"405" 1498.55115475531 1881.04425156988 2720.12198885171
"406" 1500.06022146431 1883.68823042488 2724.32159756452
"407" 1493.10204061087 1877.2676392013 2717.9938161636
"408" 1492.4489929248 1878.05304406965 2720.98101708781
"409" 1499.06020735037 1885.71525445621 2729.62076829399
"410" 1505.91541199629 1892.46006714085 2734.61073876937
"411" 1507.34973548756 1893.13864968371 2732.87384564213
"412" 1509.83002922069 1895.10247621083 2733.66926815548
"413" 1509.89713040356 1894.49020208192 2731.60686193096
"414" 1512.51801379572 1896.60718431993 2732.73152542495
"415" 1516.96825283523 1900.30787480427 2735.35506438197
"416" 1511.16025066675 1893.38004026217 2727.09625773592
"417" 1505.70073124303 1887.94704918831 2722.95008838223
"418" 1508.79078221836 1891.60800387487 2728.4382755427
"419" 1511.88770348701 1894.51314057594 2730.98823105101
"420" 1515.47524386367 1897.6251731351 2733.51384329363
"421" 1521.25108466327 1902.70213165829 2737.97006304192
"422" 1522.13870872252 1902.40432058614 2735.95323107638
"423" 1524.11710066888 1903.51474639386 2735.99272001816
"424" 1518.51538341238 1897.00843246929 2728.45616556371
"425" 1519.6552666202 1898.18946892899 2730.71341238014
"426" 1527.13224551163 1905.37429821323 2738.07569881653
"427" 1526.07073574841 1903.09382236998 2734.09157722058
"428" 1525.15352648194 1901.61178713467 2732.74787870662
"429" 1523.13474415303 1899.27822534659 2730.85060568893
"430" 1518.15831609756 1894.24001672582 2726.18707256104
"431" 1513.23562988641 1889.84021994462 2723.18072847111
"432" 1508.93353874796 1886.42746942827 2721.76623504613
"433" 1504.12344299369 1882.71203920116 2720.07861493047
"434" 1500.00896759939 1879.96242734168 2719.44323157229
"435" 1496.04988095873 1877.48805087816 2718.84781447108
"436" 1492.20209378012 1875.22027837419 2718.24189666244
"437" 1483.38307232728 1868.05724223436 2712.5842676785
"438" 1481.5247563819 1868.58560337942 2715.82465163915
"439" 1488.93240243697 1877.87494925136 2726.27735305049
"440" 1485.25951698143 1874.61770156483 2721.22072871853
"441" 1491.17595761056 1881.64778442291 2728.67592267406
"442" 1498.34056675184 1888.85430741642 2734.19022183828
"443" 1503.07171022552 1892.78914103541 2734.97228250693
"444" 1507.56401859006 1896.29512878578 2735.92761732723
"445" 1502.12064664789 1889.6341074088 2727.06144151105
"446" 1502.56479104038 1889.96960556267 2727.7824492025
"447" 1497.28725815073 1884.36264160024 2721.92911118445
"448" 1494.0632568325 1881.52608873735 2720.38870701864
"449" 1500.51932335105 1888.57476013576 2729.11249769443
"450" 1494.25954241639 1881.78172855549 2721.42399429172
"451" 1493.73268208871 1881.88700239385 2723.125944801
"452" 1492.31221978461 1880.90641373666 2722.88181995277
"453" 1485.67129117219 1874.72348426729 2717.00033353226
"454" 1488.93200617226 1879.22584467339 2723.39187497944
"455" 1486.4612001666 1877.08703284735 2721.08832153408
"456" 1488.81714524752 1880.11723955729 2724.73391930179
"457" 1493.49535322652 1884.99267823734 2729.26295896409
"458" 1484.29129668727 1875.36448072189 2718.08384934069
"459" 1485.46705400323 1877.63443337393 2722.14834746908
"460" 1488.54923185219 1881.15014063188 2725.69473909992
"461" 1496.42052687709 1888.89852683562 2732.36541410574
"462" 1499.38960172417 1890.8495095267 2732.1781760308
"463" 1499.93779463482 1890.46495531655 2730.48839591856
"464" 1500.71452011087 1890.5610220137 2729.77064658096
"465" 1500.66077975415 1889.85340586834 2728.13147103088
"466" 1498.49466312478 1887.17529581666 2725.05876808412
"467" 1493.39593469583 1881.95122413247 2720.53322951847
"468" 1483.17057930233 1872.23373856689 2712.61686201895
"469" 1492.27415829396 1882.94405704776 2726.69440288885
"470" 1488.94269686907 1879.3053876412 2721.80732866034
"471" 1487.5360609816 1878.36431016705 2721.66781028079
"472" 1491.73263815202 1883.13713984441 2727.48249467203
"473" 1489.40951542187 1880.60522673055 2723.7697079367
"474" 1491.33122782743 1882.81749500489 2725.92668732023
"475" 1496.669649386 1888.08693515216 2730.69557733451
"476" 1498.22951579308 1888.89626318426 2729.84855522953
"477" 1490.4824738216 1880.53525118155 2720.54856804076
"478" 1493.05165849704 1883.73950241386 2725.43504313696
"479" 1490.91451731907 1881.48920508384 2722.77959415187
"480" 1505.57257967331 1896.362842467 2738.02217818441
"481" 1503.30669843465 1892.27122593017 2730.61648986228
"482" 1502.81562598019 1891.08834954722 2729.18368911955
"483" 1499.43738776519 1887.26168562841 2725.35376699118
"484" 1513.05669862672 1900.87177578297 2739.25560527394
"485" 1510.36099965824 1896.2301048537 2731.1148284409
"486" 1524.44130803628 1909.53417269802 2744.50271309274
"487" 1524.09097688108 1906.72586644783 2738.48337343868
"488" 1518.4478151528 1899.541185831 2730.02419498936
"489" 1527.88449141903 1908.57469824347 2740.05997020752
"490" 1521.48909864828 1900.36964033795 2729.58687047603
"491" 1510.72276677301 1889.24231222055 2719.69238034145
"492" 1504.98567696441 1884.50635665944 2718.80244097624
"493" 1500.39054932806 1881.0384450514 2718.06983102568
"494" 1500.44736491691 1882.37375609103 2721.66008435247
"495" 1503.50972929328 1886.32622025025 2726.95624800123
"496" 1505.73019080035 1888.87052039252 2729.54852565137
"497" 1505.07301577618 1888.31528606076 2728.39873800972
"498" 1501.3209690488 1884.83404868205 2724.55352122146
