"sp.con..2.." "sp.nocon..2.."
"1" 3.09109125655057 0.892785919500371
"2" 3.15849782799751 0.909431064238162
"3" 3.18957040355115 0.95747309776236
"4" 3.39706469184258 1.00497475357303
"5" 3.18556188197989 0.976861291048808
"6" 3.21563768955293 0.986555313726496
"7" 3.18583619605839 0.977287099347008
"8" 3.29440448055868 1.00255318502252
"9" 3.36072687123249 1.00736830267382
"10" 3.24895459833013 0.995561452056096
"11" 3.25661855129208 0.992681502498284
"12" 3.30017185927297 0.999722950223508
"13" 3.35290517528102 1.00929249275278
"14" 3.32457431196483 1.00663192109929
"15" 3.47237595501792 1.03475464041892
"16" 3.44245957608692 1.03506113514725
"17" 3.4564099759905 1.01641534843925
"18" 3.43683290642044 1.00934912369947
"19" 3.56621884273735 1.03731788053343
"20" 3.49637663764604 1.02907282958814
"21" 3.75218389491721 1.07303734614178
"22" 3.54895998993504 1.05517044849171
"23" 3.51220004800842 1.04050617067522
"24" 3.38383348861786 1.02518862716272
"25" 3.44611108092378 1.03474122095452
"26" 3.34690378588158 1.01537070704348
"27" 3.39506180272677 1.01200126872746
"28" 3.07812609429284 0.935036541820264
"29" 3.16587910848711 0.948064407841154
"30" 3.0677554351345 0.927292636064662
"31" 3.38047465301698 1.00271101244043
"32" 3.44889032196722 1.05508823981978
"33" 3.42988859284811 1.05538393081432
"34" 3.24263635019254 0.989241701949503
"35" 3.07360419046875 0.966594383304823
"36" 3.11924807083591 0.967858515854553
"37" 3.05997206976553 0.958972685795725
"38" 3.10464092508205 0.960595959819178
"39" 2.97459299638371 0.92995362999083
"40" 2.83393020467468 0.889056120266852
"41" 2.70126334482963 0.870850825900688
"42" 2.73303661967546 0.875889437007866
"43" 2.75411585351639 0.891277040449502
"44" 2.77176630900038 0.875316277311404
"45" 2.65024998786907 0.847383630614817
"46" 2.7082830197678 0.866528181439608
"47" 2.70467728625261 0.867123374224916
"48" 2.75545442091971 0.876315075815239
"49" 2.82096560260935 0.906419247377975
"50" 2.86225507012798 0.923841384174009
"51" 2.86092879153205 0.922459735192247
"52" 2.79914319111634 0.898985816526499
"53" 2.71651245533035 0.867843766309448
"54" 2.85624467393963 0.904109670791034
"55" 2.84257772334786 0.913319150712026
"56" 2.89121190913631 0.922497530921134
"57" 2.92677116842382 0.952922286197108
"58" 2.91214064734154 0.968933582450263
"59" 2.97942132297802 0.986741077554863
"60" 3.11873629616918 1.03360229396304
"61" 3.12037829713222 1.04151096075569
"62" 3.11269944411845 1.01929514340607
"63" 2.95321465770948 0.949726908715328
"64" 3.1909053757628 1.01702597205458
"65" 3.48475393622086 1.13276053248225
"66" 3.51443510382511 1.17397445840398
"67" 3.59008704279002 1.19554882387192
"68" 3.71705258816805 1.2352158097416
"69" 3.80910951679714 1.3039101245945
"70" 3.78065903505423 1.31872100472521
"71" 3.78580417260995 1.31999580183254
"72" 3.76517939271844 1.3211479031369
"73" 3.7614272133352 1.32077290424645
"74" 3.73722122332867 1.32364516942315
"75" 3.67186008159879 1.3124139174613
"76" 3.666260762434 1.31199242616308
"77" 3.66758472812528 1.31941101900863
"78" 3.57370478262363 1.31098546791167
"79" 3.50149800677754 1.30557514594438
"80" 3.45610784450123 1.28986005307993
"81" 3.36826719225276 1.2636271467052
"82" 3.42500750610304 1.27413101482551
"83" 3.41353074405829 1.26772954895898
"84" 3.45303270764689 1.2781657576009
"85" 3.50180885097398 1.29408086464526
"86" 3.53032998249531 1.30486841112267
"87" 3.54843703729733 1.30688826535439
"88" 3.4521839991408 1.28335287563916
"89" 3.48280612255419 1.2930136273834
"90" 3.53729339955604 1.3072514282198
"91" 3.37740671073689 1.26205717026966
"92" 3.33690656133838 1.24025289455315
"93" 3.44646458572766 1.27449408213031
"94" 3.44609020515985 1.27909205135315
"95" 3.46322290462941 1.2864444340651
"96" 3.5327234875652 1.31495205259086
"97" 3.67677678488039 1.35673323512403
"98" 3.71520909156851 1.38013534977661
"99" 3.73732130248374 1.37927933331054
"100" 3.86840956356674 1.43371286313107
"101" 3.88824095974057 1.4613255971783
"102" 3.92803483568205 1.46339028259418
"103" 3.9979538750675 1.50841444479562
"104" 4.07041135958397 1.54957389516856
"105" 4.06794457136847 1.54408051743982
