"sp.con..2.." "sp.nocon..2.." "sp.white..2.."
"1" 13.6128500330424 6.57693367889914 2.37243634769863
"2" 13.9240261049605 6.67585622757317 2.40261274966229
"3" 14.0523086061337 6.74355213314523 2.42379301590487
"4" 14.3042602567209 6.87768476305653 2.48900242239938
"5" 14.3811415532244 6.98563607575882 2.53206450204865
"6" 15.0532976647299 7.21172903770528 2.58566779450069
"7" 15.2373592494574 7.43446913206105 2.70199377158562
"8" 15.7389085478773 7.55907351842387 2.69011866741984
"9" 14.6630033366366 7.13173703967617 2.59733737322851
"10" 14.9089479168174 7.25840243351764 2.6227672826932
"11" 14.3489075062606 6.9925907475322 2.55488453389902
"12" 14.550147054633 7.11266497215798 2.58238410777194
"13" 14.5108520358339 7.09676235274355 2.58522021037927
"14" 14.5447701569495 7.10487281702406 2.58402144936635
"15" 14.7285607100689 7.20204392611597 2.61893921587465
"16" 14.9960494040086 7.35539108808447 2.66430376759215
"17" 14.3333371873003 7.07733728988373 2.58326694348359
"18" 14.6282099956319 7.22216199298077 2.59929431918581
"19" 14.2002335561026 7.02131352928481 2.56448941002255
"20" 14.843445882837 7.35541733516899 2.64469386061418
"21" 15.4506304500907 7.77205233073748 2.82793737490761
"22" 15.4517904477304 7.75202638549618 2.82712276415143
"23" 14.1922820761351 7.21406505387937 2.63313184328874
"24" 13.0375940308591 6.70827506274559 2.48308114087221
"25" 13.1622776709821 6.75633629462112 2.49259581332554
"26" 13.1709966383662 6.82398736334909 2.50992727423945
"27" 13.8170768559175 7.27012912209836 2.70321269744356
"28" 14.3020698924721 7.61620537525759 2.82995953544073
"29" 14.1231414017217 7.51445728017269 2.80573673022364
"30" 14.2444803149613 7.58448295929666 2.81903848725585
"31" 14.1154512290248 7.5283471051651 2.81578900343478
"32" 14.2710932386658 7.61129381003452 2.8363616504756
"33" 14.1703116379726 7.55671532184063 2.82046887757936
"34" 14.3907383337697 7.68325195056536 2.83244888237119
"35" 14.0295507202253 7.51347838909208 2.79662786376893
"36" 14.3240674959034 7.64980131488885 2.8042143781205
"37" 13.6216910197323 7.35834592818494 2.72953593179012
"38" 13.8341802973518 7.44756014081007 2.75001782205951
"39" 12.2039934602399 6.65756145578823 2.48736454241241
"40" 11.2183240094534 6.28547664008028 2.38140931159717
"41" 11.2687398346474 6.35504978881522 2.41501346493046
"42" 11.327325053987 6.39351656557497 2.43019380060725
"43" 11.4976006730438 6.4954777117094 2.46473387157689
"44" 11.3752675590227 6.46287016163553 2.45965846836724
"45" 11.1188727573792 6.32141258176989 2.39495915814028
"46" 10.6344222319018 6.09928523426746 2.33054067833628
"47" 10.4492119144558 6.01964871897506 2.31756745109867
"48" 10.6739774126069 6.1498096686485 2.35151870299263
"49" 10.4453255746915 6.02958745216518 2.32407163437047
"50" 11.1031196006551 6.43519417323503 2.43759131577868
"51" 10.9182025568822 6.40426474241963 2.45745254970932
"52" 10.7584029399427 6.35868205997151 2.44361277695026
"53" 10.8460603508631 6.44153086609929 2.46628859889559
"54" 9.67189129675996 5.86597585686361 2.30380718537965
"55" 9.87491401070871 5.97526521043471 2.32491025236402
"56" 9.60394154620376 5.83346625258461 2.28534117954055
"57" 9.79781606574581 5.97795761237624 2.32152443277565
"58" 9.41835642282197 5.79368570632426 2.29091780020693
"59" 9.99400701103233 6.19950381348603 2.41703721948913
"60" 10.2941297387478 6.49438456920499 2.59348873223999
"61" 10.4989591414291 6.66841890839128 2.66029268004542
"62" 9.80398985416193 6.34564527761851 2.5842182198933
"63" 10.0386432539882 6.48441922183716 2.60142742461292
"64" 9.43348399334434 6.14237829104343 2.46838929833692
"65" 9.94009618019306 6.55539971873128 2.60750983357762
"66" 9.10576523233076 6.18797898938942 2.52253768852147
"67" 8.65768413213033 5.98054533096041 2.48120921828303
"68" 8.28932110542373 5.76811088607204 2.41932506816637
"69" 8.32553590099247 5.84000318746153 2.43875537414762
"70" 8.35736931621547 5.93014979529277 2.52129394574648
"71" 8.42201691586371 5.96757360432778 2.52904032092615
"72" 8.13064586422374 5.83453982588297 2.51229755478312
"73" 8.70028342634704 6.2828278349827 2.6927362217549
"74" 9.10178556478008 6.68030717892781 2.88041580533395
"75" 8.70283812425732 6.44434143171453 2.81826671716095
"76" 8.55099344403841 6.3787711819107 2.79671536619593
"77" 8.62593160034727 6.42982815674132 2.82107601482595
"78" 8.33419858735558 6.2712961394286 2.77343935876587
"79" 8.52707838152895 6.3859959162583 2.80235389850059
"80" 8.01980875581417 6.09262756336371 2.70181354266736
"81" 7.63433575181162 5.87924100000059 2.59670812578362
"82" 7.47521266022051 5.82287454835746 2.60467420648967
"83" 7.53105157441589 5.8583347164711 2.61554872058841
"84" 7.31921687170564 5.73806761727822 2.57859516557226
"85" 7.61825543718893 5.95902395327787 2.64965414275252
"86" 7.18790754578176 5.74426710193149 2.57689198538944
"87" 5.95222973949751 4.94724561719573 2.30625815281044
"88" 5.77954337527477 4.93892920131214 2.31792228622972
"89" 5.97562964583687 5.10605928918314 2.40850495877411
"90" 5.88356865185716 5.05158767850277 2.39630726242845
"91" 5.92565233933459 5.07583172998357 2.4022354963767
"92" 5.83705380410797 5.03317592212932 2.39879282360961
"93" 5.86686371417803 5.05180910339504 2.40625889708057
"94" 5.69592428673179 4.98125197807477 2.39977530271891
"95" 5.98709333675197 5.23094206140246 2.50729621413642
"96" 6.0208920222449 5.32466183972176 2.56697478667991
"97" 6.1073850987866 5.41998580482341 2.61999290075516
"98" 6.39435800297771 5.73254980787785 2.78242638229933
"99" 6.3307243537691 5.70342393144186 2.80086704732092
"100" 6.18452204289207 5.62746277268346 2.76901911945561
"101" 6.30828554747444 5.77465818359223 2.87146354904319
"102" 6.26744387957009 5.7804866624484 2.89225287855634
"103" 6.16110311506312 5.6956850914913 2.86620918872728
"104" 6.18983599024728 5.73792037207266 2.88199285423316
"105" 6.35313565900858 5.88902160776941 2.95711057904814
"106" 6.30337962190268 5.84646433975006 2.93320848374445
"107" 6.62934649291176 6.17926733456539 3.09327961102429
"108" 6.53651134621279 6.17179415973488 3.15762083145731
"109" 6.60220297756158 6.21754887088813 3.17017094503604
"110" 6.10648781561901 5.85169916824887 3.02354307262659
"111" 6.05475601337636 5.81458972186396 3.0146920825622
"112" 5.90499317834378 5.6978916375044 2.9733291008558
"113" 5.89884552264162 5.6956356729504 2.96365891258167
"114" 5.92068733253046 5.73331461712698 3.00406830140283
"115" 5.9732298975728 5.77216209749117 3.0093429685688
"116" 5.90024696710016 5.73361127926016 3.01581657189701
"117" 6.07387384199976 5.93210316941253 3.1147357598323
"118" 6.1679273025237 6.09471611944966 3.22546408414766
"119" 5.82743583362826 5.80755161951543 3.10939421543514
"120" 5.46904404171392 5.50160059336665 2.95712418184205
"121" 5.20079028456114 5.28252091074936 2.87950425049102
"122" 5.53751783226326 5.71903627656812 3.12230683374585
"123" 5.90046493186568 6.15750968096013 3.42326421721249
"124" 5.93486282776928 6.24361709649802 3.50175734208308
"125" 5.5707734499516 5.94357347742213 3.39182885314489
"126" 5.42129520869175 5.79140232487302 3.32088533197439
"127" 5.39310621271061 5.7766819119026 3.3174911167343
"128" 5.39450821738471 5.79629569697392 3.3353643297801
"129" 5.37263558042459 5.7989344138684 3.34511642320232
"130" 5.33625880844576 5.77924328947089 3.34303896182129
"131" 5.3746103971166 5.85123060940793 3.40817333502548
"132" 5.36432106531183 5.87338861607363 3.44133200983813
